crop_yield,rainfall,temperature,fertilizer,soil_ph
57.45071229516849,43.45105470657153,26.972260711891483,131.8905271255043,5.82007192951004
47.92603548243223,50.010444321626,22.895077595898684,24.19956132440473,6.8731267830136105
59.715328071510385,8.914920096707444,26.448874284482063,3.1679678824257844,6.822742090570538
72.84544784612038,14.508965422676985,35.37700399322719,30.416930200558788,7.58162736165273
46.48769937914996,48.47869578261463,29.355623517158463,90.40606518730972,6.3461108825235
46.487945645762295,64.53119893714127,23.369882339160796,5.279527809977468,6.60957516383197
73.68819223261087,53.13950721656497,31.006069610819726,68.59059560261889,6.624691841855378
61.51152093729363,17.095956214950725,22.959623134892244,90.84288399875602,7.288726639881737
42.95788421097572,27.584969614086404,14.80937732411073,40.683187793810035,6.452352233806524
58.13840065378947,135.93064396448975,19.95956844541298,147.36499591467347,6.63951076288517
43.04873460781307,4.6296863814254,15.646040394870722,11.271891476467799,6.80394825485827
43.01405369644615,22.572594189389147,23.242432579793455,7.811050579224702,6.593304561578179
53.629434073490515,70.09625112056592,25.092091895947757,130.26474102163928,6.276783192724736
21.300796330133032,18.065336524716734,33.382186561376415,68.41702266630686,6.597044996449154
24.126232512304508,54.13958576698447,26.634636868820813,116.6042655733141,7.036815874929886
41.56568706138541,34.523892767937085,23.90449735595568,57.06239991288573,5.98674235029447
34.80753319498364,19.180898340592844,29.147027905917447,28.289625375853163,6.566484837073438
54.71370998892911,3.6202243424231724,13.944323454960575,170.98236985711958,6.149939592530413
36.37963886718183,38.38305039870936,26.17807279054283,160.652156396019,7.097523314462421
28.815444479970623,16.772186429656884,28.854325969434836,118.64488197091214,5.738406547608113
71.98473153382331,30.45774750549615,17.607068771100792,31.76536149880321,6.220539076364206
46.61335549270196,48.14601939851552,30.718770216034645,89.21608797234643,6.688605937532261
51.012923070318855,61.05624596694156,26.69248203747207,44.780997557982204,7.2827620146171705
28.628777206798148,22.512647115480476,22.923560430495993,9.605073460665322,6.467124869463506
41.83425913212226,19.150032306483354,28.163909330531425,249.26998435376416,6.222400236653401
51.663838845647994,10.22612155856593,36.35346428902198,14.713044881952003,7.440578534720295
32.73509633866546,63.09258144792834,25.909331275292477,300.04906531227624,5.775993049791878
55.63547027518508,123.63451951017218,26.24110293150168,59.06010127908722,5.4005970216899595
40.99041965121793,67.72952766399335,22.70319550229878,20.473028191346582,6.7200072250266665
45.62459375310085,77.91202105285402,20.75077815267604,78.06698461517365,6.248972887823695
40.97440081655905,18.196681910446316,29.151679082721227,206.31417942820588,5.989383591434644
77.78417276763406,46.15603330111347,20.719580870455665,131.76077791304738,6.854178223649677
49.79754162893099,57.60138997921552,25.357831186096963,164.27938260737574,6.621900356885599
34.1343360656615,13.262771948626426,22.611712766174417,107.52377151704027,6.2179606846316355
62.338173681547836,95.74304292531923,27.39489912873196,117.85538361415323,5.859847800664553
31.687345250434667,8.364268672019664,26.66831052643474,189.17719880502796,6.9362286641400726
