rainfall,temperature,fertilizer,soil_ph,irrigation,crop_yield
47.87358779738473,22.116143347158335,38.38296070401589,6.69961156130264,30.40497062572962,82.29943489073084
29.88929460431175,28.77695612912878,98.32090864021626,6.82359796985137,12.269925422133632,91.76107370638204
27.64567168741907,27.504585938121902,217.136165872427,6.258406768850313,156.15231721368795,100.0
27.646045886636013,20.112223776007244,95.67565090720862,7.286993381645017,91.96008475386404,41.8079371783362
92.99428824461302,25.49666152714613,26.52156429658495,5.887117168498829,11.632759101095157,100.0
57.33412461928448,28.756935616858947,2.4703413744155225,5.76781255989509,198.97326343395343,100.0
22.621560034817982,16.652973594393142,204.09816863741815,6.612225909279986,11.556112199273327,0.0
49.39628946862427,27.716800961899676,2.1498864160261313,7.023549151306077,139.00704577171064,100.0
39.979205281292934,21.686881205270765,207.70577666041703,7.341963845728935,196.73578505268273,100.0
4.318298869811708,27.852993342965796,75.27637204695544,6.27055786856553,47.836020843185125,89.2084089574156
13.424845653754126,21.183704217287417,279.7991842792663,7.039340416715648,28.449873737439233,86.10312779368385
42.123312746963265,15.975589496677404,160.33725230231252,6.4807457652496465,24.276987884485777,0.0
87.30353734967056,16.862287810584185,618.2194410847326,6.41368635002959,60.65502951351911,0.0
27.83704369918292,25.24042473330691,43.18786168482837,6.9418299687433365,20.20916220212934,100.0
21.16054878108607,26.29861250860741,145.75252591114577,6.82616143920671,138.4322683388264,100.0
36.280150829443315,20.478416874477958,51.404900262294085,5.711803921507875,12.458359626012538,34.516770032332815
20.105689614361953,28.19296229388687,65.36873042851913,7.238270174862948,101.88442562995795,100.0
26.35482762278377,16.6923996886552,98.75329076281155,7.1900456770737255,199.33937077059537,0.0
32.98604957880529,24.66960100676342,206.891406403239,6.187218649245235,162.79405390120377,100.0
12.80274609687768,18.944919001187717,414.03970368413087,6.697901766718704,123.04388764620218,17.753709363674446
59.40120188426278,21.740819460989204,146.2197110339225,6.7470150931413695,61.25072415732233,100.0
10.703628925580801,25.23699335658207,54.088419359114184,6.630336882911953,124.77916725832769,100.0
9.455868876693467,20.69793317358024,54.706957581902415,6.22484742307729,105.40829278233032,57.21472871756821
38.6790083577627,23.077222278850872,133.78177759736656,6.164188316030974,85.2166767780743,100.0
56.26707615958101,30.0314640460722,27.28291200595943,6.487222964504277,26.142075348039896,38.82587294017158
37.95671148714141,22.115540652384258,11.706666958066148,7.086364509629682,177.32084304809334,100.0
30.435583541692015,29.17846056032571,43.79193315941165,6.7718000772972164,89.9569297642645,77.08542043221566
26.147628699669486,19.351465726711908,33.860910641782596,6.314692833956947,38.924502364153014,0.0
22.79819661373301,27.649020889576413,35.14146897323055,6.885849355324172,73.55187017545792,100.0
68.75598601038897,32.207843103289505,26.606116595949675,5.075728689684962,82.8259505057854,0.0
42.42087878779844,12.641777499363553,4.300478093734732,7.074382850186051,165.50757911337485,0.0
24.34637627317308,21.015523722647615,1.803560283194906,5.63014311061095,146.7228761122804,84.36197793693722
18.732130586231143,27.8853606359027,439.99779791123024,6.318779529298434,153.86097872826795,100.0
51.75237913415748,23.984773069785035,55.821974689210194,5.940165052686928,2.206252885729443,100.0
67.66883346804435,26.855729366856544,48.50387274553179,5.8526592621395475,83.23079963595231,100.0
63.62419563605777,21.980074066420897,113.83326486264471,7.08041339368926,96.26883032706472,100.0
16.020940964226938,25.4329489373645,24.622525594093332,6.266149399344054,3.8384553646113373,100.0
25.969956025752484,24.221613823039604,299.4956253739776,6.673251940865358,51.96264174900684,100.0
22.42869935040197,30.838910308299038,154.33927818755862,6.476539710560408,152.057964624427,26.415552250634867
