date,white_noise
2023-01-01,0.5078121175180386
2023-01-02,-0.9049293300716094
2023-01-03,3.1170398699751374
2023-01-04,-0.9760139341458396
2023-01-05,-3.6302864831860484
2023-01-06,1.7067212967266179
2023-01-07,12.526326227367324
2023-01-08,-1.5867458369826346
2023-01-09,0.6944376067268823
2023-01-10,4.234627906063403
2023-01-11,-2.8580919578463315
2023-01-12,6.363787683176914
2023-01-13,-7.8952005555896445
2023-01-14,-2.0386350863430924
2023-01-15,-1.5561044875427652
2023-01-16,0.7557887262680401
2023-01-17,-9.857406499949576
2023-01-18,6.763699473305477
2023-01-19,2.0710879247541736
2023-01-20,5.614157227495639
2023-01-21,8.065178687319355
2023-01-22,-3.7028188916852867
2023-01-23,-12.471770003613987
2023-01-24,5.731830376484156
2023-01-25,-1.4319133508669357
2023-01-26,-5.665842479360304
2023-01-27,2.881498265202549
2023-01-28,12.317784660661298
2023-01-29,-0.5445324756916602
2023-01-30,4.755581536511594
2023-01-31,-4.937513967347343
2023-02-01,-8.433788827247765
2023-02-02,4.5697023466149576
2023-02-03,2.7303658590413384
2023-02-04,-2.3285141732953725
2023-02-05,8.531096540126974
2023-02-06,-8.82244484828452
2023-02-07,-6.150150379610098
2023-02-08,-2.7143379737626856
2023-02-09,-1.7819850366030252
2023-02-10,7.326773537643088
2023-02-11,0.24598968905381283
2023-02-12,-0.9647699479988331
2023-02-13,-6.350033838954435
2023-02-14,5.433167709207652
2023-02-15,-5.68320441733619
2023-02-16,-6.373056456800868
2023-02-17,-2.0012907047358626
2023-02-18,0.8159701232758363
2023-02-19,-3.600713000801537
2023-02-20,3.535087514788028
2023-02-21,-1.4148813849037476
2023-02-22,5.263844698057926
2023-02-23,2.525553060415371
2023-02-24,8.957396701820684
2023-02-25,-2.2111446293874453
2023-02-26,4.219855122027971
2023-02-27,-8.934056109068413
2023-02-28,14.458293465379468
2023-03-01,3.9697326673562743
2023-03-02,-1.4815361111136005
2023-03-03,-1.2956260531642547
2023-03-04,-1.2351153681863465
2023-03-05,9.200183115508372
2023-03-06,4.492747501706084
2023-03-07,-2.2165915119267448
2023-03-08,-6.194075090621412
2023-03-09,5.980523177539583
2023-03-10,4.19274463156812
2023-03-11,3.5318534862529964
2023-03-12,-0.4187221769095081
2023-03-13,-1.4980872445537963
2023-03-14,8.426117557398694
2023-03-15,8.891346196522385
2023-03-16,3.2006243782081074
2023-03-17,4.849204324199544
2023-03-18,1.180490820853552
2023-03-19,-6.849928862334515
2023-03-20,-4.898713780048231
2023-03-21,5.7309095152471965
2023-03-22,6.3685267390559535
2023-03-23,5.270635041548095
2023-03-24,1.730261550435164
2023-03-25,5.456494781476337
2023-03-26,-0.2906864724961499
2023-03-27,3.1069516826915033
2023-03-28,-1.0234118406005885
2023-03-29,-5.283928165749411
2023-03-30,4.322859862486343
2023-03-31,6.375622023305716
2023-04-01,12.36979390208358
2023-04-02,1.3201450069799734
2023-04-03,-5.239049091891151
2023-04-04,-1.6422036866440701
2023-04-05,-0.6794569276259019
2023-04-06,0.7424890331395568
2023-04-07,2.3543812836921636
2023-04-08,1.8148464619833389
2023-04-09,3.8854112923262796
2023-04-10,0.9871152384629084
2023-04-11,-11.126479513883877
2023-04-12,1.135669143467242
2023-04-13,0.43365380653594104
2023-04-14,2.7513343191046657
2023-04-15,-1.8074110278876157
2023-04-16,1.1176286223819427
2023-04-17,2.781210937644415
2023-04-18,-0.8002110086534352
2023-04-19,3.379353011151406
2023-04-20,0.3506246623242214
2023-04-21,0.7832941615755019
2023-04-22,-14.613543995285003
2023-04-23,-5.719436424127621
2023-04-24,-5.705829078298246
2023-04-25,1.081661089498344
2023-04-26,6.358326166482496
2023-04-27,-0.5920755235806413
2023-04-28,4.24149089652434
2023-04-29,3.2412632816293456
2023-04-30,0.6994671173515911
2023-05-01,2.8698835041583903
2023-05-02,1.2297185941591893
2023-05-03,-0.7114024839638884
2023-05-04,1.9554017483326727
2023-05-05,7.23315704900865
2023-05-06,2.3637448673784793
2023-05-07,1.089855600193296
2023-05-08,-4.387252905847404
2023-05-09,7.079375746323045
2023-05-10,-7.035242654994727
2023-05-11,-8.530315402990505
2023-05-12,1.857303441587549
2023-05-13,-4.4038009555736055
2023-05-14,5.445495014237221
2023-05-15,-8.418528126829917
2023-05-16,4.809032362553099
2023-05-17,4.1049096736895025
2023-05-18,0.5900798205395298
2023-05-19,-10.497858212901544
2023-05-20,-8.616515601596348
2023-05-21,1.199676388624629
2023-05-22,-1.1639600019272363
2023-05-23,3.636651424515018
2023-05-24,-0.34108145865618505
2023-05-25,-0.7759031612616702
2023-05-26,-12.131587867293668
2023-05-27,4.112161558863089
2023-05-28,-3.2457309237945364
2023-05-29,-1.9910296185961165
2023-05-30,-5.3488952155457525
2023-05-31,-7.7020553197517385
2023-06-01,7.360689140825595
2023-06-02,3.9774384747744405
2023-06-03,4.0599778767706605
2023-06-04,-1.0825530904968381
2023-06-05,-8.689612229828974
2023-06-06,10.51022377918903
2023-06-07,2.111458156316979
2023-06-08,0.6839460003849784
2023-06-09,-1.7956651114853894
2023-06-10,-10.222781264688074
2023-06-11,5.7077936613836115
2023-06-12,-5.288517534511278
2023-06-13,2.7328458143112795
2023-06-14,3.8541698056178197
2023-06-15,1.670788109365775
2023-06-16,2.3498677016594236
2023-06-17,6.730598759491484
2023-06-18,-3.9620770591648586
2023-06-19,0.822512950217529
2023-06-20,-1.1255270233991805
2023-06-21,-9.197825239110514
2023-06-22,1.4316666493350443
2023-06-23,6.25625298262343
2023-06-24,6.881670793385971
2023-06-25,9.28738604647865
2023-06-26,-8.868595622946215
2023-06-27,8.143138489406207
2023-06-28,0.9241988218019005
2023-06-29,8.002812536849799
2023-06-30,-1.9739120459771322
2023-07-01,-2.654002393974425
2023-07-02,-6.076362881134468
2023-07-03,3.8798878320308026
2023-07-04,2.5723803526587457
2023-07-05,-5.585047811151628
2023-07-06,-10.820683835065001
2023-07-07,2.076226171616968
2023-07-08,2.645851834723662
2023-07-09,-4.93475755862883
2023-07-10,-5.939142066854811
2023-07-11,3.2793408957312398
2023-07-12,9.281968491624427
2023-07-13,-2.4749509945403285
2023-07-14,-4.39819466361468
2023-07-15,1.4942923187528978
2023-07-16,3.1762653242403562
2023-07-17,-1.821450479462055
2023-07-18,10.125455417459765
2023-07-19,4.508425610708395
