humidity_percent,temperature_c,rainfall_days,crop_age_days,field_proximity_km,infestation_severity
78.43021112554418,28.92532887603901,6,138.19730133243712,13.767242506922205,74.11776933166675
88.82349731580929,34.426711009808024,1,95.47723419891761,0.8817414526173184,41.13357989829615
30.286104585246107,27.611856779637066,7,134.2352718575438,27.635288308143878,36.784134790566995
30.02146035186597,14.64928482582792,5,135.92842067786935,28.92238779263482,24.12095424846331
60.697124951689,9.392263514890132,2,83.39599880821062,21.328450235576803,27.652832892346737
31.904090825349094,19.96369330963444,4,90.91919957414771,3.6143116275158427,30.9716879905411
93.34461598805434,20.62424805514443,6,79.89052652107223,44.66714764020958,51.11159055312211
44.43423634519048,31.602114407001167,6,83.93241303696546,30.571540361394444,46.47252104068593
60.723207408714906,24.937903473972987,4,137.41765907660735,5.785664978448479,59.53210266852888
33.97394595079454,32.93581948668956,3,124.57728167614933,25.546528829707384,38.30927588260017
63.933147051131805,15.726168610081558,4,45.18308115786936,24.862715797423572,31.87090750097018
54.69714813458155,31.756850690663136,5,103.23693378481151,3.020093439646349,38.24120287128914
32.902901877019545,30.046924074016438,7,149.50879684636107,30.342985180147373,39.375895800016394
51.78307733525461,10.872361219981626,10,101.46608414789829,40.416319946078225,41.61380452890584
55.443341314485615,34.258324888825406,7,124.30459507117266,37.45040271242391,39.91396685584074
94.3448969328711,25.65420944236447,5,122.28737680574051,10.148470708209167,57.261879264741424
43.5125816747594,27.74431152707954,3,72.03810310467942,43.11462647771057,25.928325556284815
65.41067499905648,18.945727213001042,4,74.62191632447507,17.127108282967544,38.79327003726277
94.17551069791087,33.926729090453804,4,116.88917061484838,47.325418914597066,61.04034619668887
81.48124851610878,16.699033695327913,8,89.99802379258021,3.587398211285686,66.95350551582547
94.56888755733578,30.82464412861762,8,98.46848509564656,24.310434425992135,76.22821060783058
92.939390452911,30.7442523313607,4,115.54869484378051,29.856218858877458,49.15568082460955
61.82007023612003,18.180828002794446,4,123.30900324468602,12.382504923730236,49.02714932016996
75.26443024158678,38.883615195958015,8,62.581989327968564,38.569009436011385,43.091801957731185
37.17880325117482,26.620699361522636,4,47.61525113243555,31.344783990535852,14.90486606269191
58.67467362804212,29.57724827189717,6,65.01535760684703,0.9054718643977777,43.75578582466738
82.58620524733533,14.31015443264971,6,90.90459901104906,30.418429534811793,60.742562788682065
62.84679586351432,39.82411002105995,1,71.0569580756447,24.57391172092232,29.08853156025531
75.67543713312007,16.428101418424372,5,98.20353106171126,9.801460085175384,64.7498473608963
78.473836448978,32.17420502936151,3,36.41588689507542,49.78741135297648,42.05979125875546
46.475494180788104,18.036597974478134,9,91.17004939365206,44.858109741380744,35.241385641981935
86.92045924126676,20.667078380066222,4,74.15818883252496,14.625384751453174,63.031482498866374
59.88845800909663,30.52127830719813,8,94.16001058714589,27.053546039930815,52.75631154003159
43.66203173540034,32.1928689957261,8,80.70400258619722,15.825106995514538,34.01805892092551
86.25203231624884,16.101010256201285,2,64.1071020765051,38.774787581803906,57.082493010918654
57.15822239690649,32.63330518339895,6,138.4929486549163,46.51657165982275,45.81093076165245
78.77030849468179,32.314863465932355,9,52.17179861056283,17.941430345719176,57.86995853535756
65.62214969440355,18.43432613808575,4,111.76386906966715,40.27921245718137,34.21765574491301
54.82166389524253,36.19053315513777,4,140.95736550988968,24.920377135660242,51.50163926579876
82.64196697750701,14.801996602263733,6,94.64039516225196,19.828928065578864,58.998039791432504
67.99054555689985,20.62659192055669,13,135.16901862953785,46.921092604938494,66.94983913894494
55.38653665775706,28.35301836864392,6,44.98217741199412,25.520234435951572,34.9212829240883
37.12386157178326,19.025036007081756,8,89.25465243076897,23.370525012873244,42.793606403798954
88.20394539483601,26.846733599755385,8,84.84303365771272,33.62172009811715,68.81046087205888
32.305523047208325,26.687532551623065,1,30.97425684443938,13.061710050914222,12.893879053103191
86.10717764392365,23.690480110540957,8,83.19088096312014,16.239643539415788,51.49597112610503
53.397499117405104,30.826803770133917,4,74.28357076591173,46.60229181193113,36.60959161657872
71.55701962759137,23.401474451396524,4,110.37584733295384,33.92649227184712,34.064462831294684
89.94298204931954,26.620787481696638,2,142.59957342918221,41.33185738855028,55.767439357079155
39.860930007753396,33.02530314241532,6,40.294930591444384,13.555588096771482,28.16328866264379
66.85178091652266,30.534803470180883,6,69.29716640575477,27.189509496493603,55.90658584479519
79.68813605406248,30.50212103569946,3,83.28776848731023,48.56981334947491,40.565494769019786
79.24294912673874,16.95574278448254,5,84.622245364126,15.93519495141088,60.44156672087499
64.16607444896776,28.673548028509252,8,122.97716650107046,8.023823815852094,54.460249147963516
70.60806489391977,18.850508463213465,9,83.2074799000129,25.544300411233202,61.77100093415546
79.23925461863489,16.030095141553815,3,33.2593561744384,19.39105443624381,57.95911293267332
84.66679645423176,24.49805557600522,2,115.21249135113976,7.978861639335677,46.663914600234364
79.51785129693114,18.66993369343887,7,136.1795634174806,44.4275691351684,58.028634045058894
53.010321306780774,30.53432403187984,6,91.66856550596074,49.53619552768889,58.99474021616525
94.78721606875266,30.70174821786727,6,99.73302260382064,28.429109034499888,63.4032746377216
58.24267509175478,11.681616344979906,6,49.55237267628553,38.7338384186727,33.928598195102566
31.590205679330673,19.20188222296177,4,56.47751336147485,42.951918477314976,24.521026726046514
53.570101853055036,14.78149329657401,6,58.22042869495341,35.04910030109134,33.96036863753483
38.305892047299814,21.761595063849764,10,81.68903698575544,2.2078024555865605,31.350959793698642
37.89377002234438,28.18622968908177,4,141.37742650747705,7.88171158584089,48.51071543673869
48.29977760694813,23.30398331275128,3,92.61417200578633,3.5494595575693233,21.26902177544268
33.469407121521954,20.87168531533005,0,53.05171742416232,0.493980332102828,16.468251622248925
74.7532922466216,34.101235687691975,8,61.930528304273956,15.299820437861827,64.33877015311143
34.80927747312383,8.865999791825981,3,76.08180356726211,19.617798024077988,18.496719996878035
43.21382110333715,33.65810325462758,4,104.79107708313593,12.051486616796286,30.428718020519405
36.03848144211776,21.1899819479116,5,82.80397836048064,3.230232404316047,40.644697901949705
34.10590250869702,24.453236929210473,3,77.09338130123099,26.49315454183388,17.590711260192887
47.40385826007021,21.30845663595924,2,97.76743204787937,13.665965997857082,22.960210369303766
67.17343289792404,35.80021673877383,8,59.02019939453586,39.80185774317812,47.38441171809411
92.70456116904471,16.383150522363184,4,39.468392710149864,0.4026310812640599,53.27015240869275
86.91118253272441,25.08215458805355,3,32.92971777866666,42.12635256438052,33.4985539942581
86.93570515394612,28.69207056301998,8,60.15109961605525,47.737683947297846,60.82342490017198
41.444357342447745,13.722980624803828,5,40.99104409733624,35.80675315767848,27.092727481480818
47.218967577358306,18.560712806876925,6,70.36087662249201,36.68220326312833,29.59930450752071
