rainfall_mm,temperature_c,fertilizer_kg_per_ha,soil_ph,irrigation_hours,pesticide_cost,crop_yield_tons_per_ha
202.56012593096497,26.591913222689314,146.4214251684825,5.624848781873639,162.9015936261063,218.68064578130736,120.0
35.1365690116606,20.766772316329234,35.750247372838054,6.107264403584413,129.01653839335725,37.67205878657537,120.0
17.420654241653068,19.923761964234195,44.535895967417616,6.324416429732138,73.20307751837518,473.3193636074763,120.0
7.352667400004188,28.941392237917885,321.0261114309406,7.651748466589521,60.8140569560514,460.2676156198138,120.0
22.16717682818167,20.665915572309824,122.56723333745708,6.335384585224232,1.710954023634037,342.2163447907994,120.0
48.056036526674035,25.359458644477023,182.0008088743898,6.017506363793329,166.72151173764806,233.94626406601247,120.0
118.09820653453653,25.742527855145664,46.20884913218163,6.020502694911525,17.486539498728494,46.42973647176063,120.0
43.211946022280415,26.87237279036043,21.333807775863338,6.115611463307296,126.15099960815353,395.37405928873807,120.0
68.34882129136854,30.14962258109123,42.463692505154896,6.0838515943012945,100.81498936801768,37.738957212014476,120.0
51.93977342295345,17.422222378796064,100.72837980356917,5.60424650615553,105.33787178527024,34.30049244757283,120.0
23.359754902838883,13.533044048437073,9.271522111905714,5.713059932137115,185.34256906155466,268.69192121968405,120.0
59.53291521838542,21.59531631262989,25.2282849468685,5.919475737947041,6.323002254248422,80.06412009232011,120.0
14.010733695047167,35.809170446993114,3.8206713691199274,6.914099712917168,154.67844492575446,3.865133670174492,120.0
42.74160297613241,37.13304460052427,45.29970105003049,6.233133898908989,10.410479673461426,211.55671549789312,120.0
102.0104249663184,35.987062813395326,140.56348143580254,6.354986817634172,7.63072118707544,68.60861580503297,120.0
49.058859238362935,23.842111793435862,1.9978345905403465,7.389061617678427,85.96353962827638,80.25770764034561,120.0
51.95625325047368,14.307309508091027,89.9940847646249,7.406505004956893,12.615034868593344,38.45531936766733,120.0
32.67293622009478,10.941765390088955,215.64532517250657,6.302512539803586,157.82879025858242,102.54687686180498,120.0
9.773536949757498,21.315771030703534,21.632216504796315,6.058395542521613,105.91261872966744,357.7420898871947,120.0
35.732936867757545,23.81155821910384,94.63820460222394,5.894898780428523,5.8077565319548885,404.4636536088957,120.0
77.83001240031611,32.803752406335754,295.43710622655004,6.984943038795766,8.100137296383902,226.2668220146503,120.0
56.837484121713786,30.206832757254674,262.20107159839455,6.356704936534398,122.53370594789588,253.27690794070884,120.0
14.824150305078144,26.364430473949724,21.422951304560158,6.229453576774047,161.22236353168097,16.327517297101302,120.0
6.915801306209217,19.66093137435315,8.458273618297017,5.930434797403713,87.55990625495471,34.65813068565843,120.0
23.122878325054064,19.23532265053066,12.840033951896624,5.9612335136920285,110.91613430712488,128.78386282475844,120.0
36.01921914351654,26.524766122428613,96.86251940268745,6.724040734045271,159.96589080998032,271.94921035657376,120.0
38.06566620629065,29.18230587303836,103.49980343902115,5.579193213878916,122.10123480836384,369.77557436749646,120.0
38.45741647151752,27.351287573473506,89.72670481539816,7.196408085651557,44.952047531763895,302.5015306690165,120.0
42.89047693352711,18.792412242360072,32.76729522426214,6.126308749329557,122.61040517389571,196.06392749339412,120.0
58.1991640762335,28.904005772752516,14.884869361456305,6.395254839023745,125.65589181304271,59.16203650156909,120.0
30.906773976097075,27.555465802608467,69.54514682263633,5.564115429301612,146.82139617622533,390.38661744359473,120.0
18.911448601061284,18.57600156285893,52.88235312122319,6.491343843230345,124.17483751136025,181.89302579952854,120.0
63.05020378207009,20.294074178198464,104.40197136490498,6.270175340116608,193.8484260916076,368.0270072413948,120.0
79.11863284031304,29.1309758473694,46.580012903717986,6.464943580800473,39.457661743413695,256.4894209571709,120.0
27.02097391215758,23.592954789124654,33.07651971142655,7.530196228853323,190.21813591341527,369.3310267809126,120.0
149.37095918950672,34.534883809818744,27.792140408624064,6.624388632053168,107.66789807000325,453.64478072628594,120.0
113.92980304896089,28.006775656387457,19.0068185807889,5.943738571097938,134.3912280989824,460.514758026901,120.0
15.867870505497757,22.080212870864386,24.71206188169489,6.002076062617403,19.89231949043797,267.5533900003017,120.0
7.525552818378521,24.938766397654405,7.970639395097535,6.916591830139638,76.1151882756214,255.75418238281938,120.0
37.259721724426484,25.38030035582631,34.076736090630426,7.409085303695397,153.87582929263453,132.83923275141862,120.0
52.205574022296965,20.629658120549742,2.980420063836719,6.697342614525735,141.38220301979806,467.8999157646457,120.0
147.94042210098675,19.52447081093424,16.504276321353423,6.982098921188339,8.027877633082037,228.95958359981046,120.0
144.7015528002628,29.208339362856997,109.87670944902501,6.926816406335694,109.31885269944893,63.795619643688575,120.0
68.46420763887593,30.071639782252575,31.499010210645405,7.493345089350265,17.65563859368189,216.35245731327495,120.0
31.426690922019883,28.62268881731775,88.2667577261239,5.135286879091777,199.17128583563246,63.52662511900198,120.0
94.54955601886103,34.09190856594281,100.95193532484822,6.96705325751317,179.45931770665894,251.26584212853754,120.0
46.89001162195874,21.74936058393039,69.62614418770416,7.188615230732495,4.216132085707391,280.6377574281061,120.0
12.753594087316369,35.045624596426784,254.94704736170948,5.562893405705099,171.72991578052617,168.87788074679267,120.0
13.248559711769744,19.594473288675083,1.7338431505890592,5.880032271195509,183.88592011168151,35.82530711574233,120.0
31.599013886308256,18.923886619789045,107.35239326275972,5.904452075960292,70.70964451269101,471.7517678166195,120.0
84.1193132581962,14.4402467071045,255.1194319165376,5.989846862535831,143.90033100955318,386.6765567417148,120.0
17.17499391676711,22.3252281170391,158.59780705928515,6.162798064345131,88.42074924155578,419.4405402525605,120.0
31.54271928937249,21.97766597902328,14.703509622539636,6.669821969138459,131.04649691526882,183.43419714311472,120.0
113.27306160168065,28.155623681527903,31.659438471443856,7.105972255817159,68.06348085963829,380.41551500972525,120.0
56.766531128663786,26.463345649722704,15.143037910351199,7.256921870437975,64.51184732665367,242.68644758459712,120.0
61.63877385485249,17.84215977388518,73.5653602023356,5.913523857182553,84.88677777151581,100.54174420302297,120.0
86.20910790147052,22.643642569445095,99.6358181731257,5.908707900907912,29.11355173050023,62.21168845360664,120.0
32.07316450860161,22.771227873473887,30.50947464774586,7.421075288011356,166.22779288707653,172.52543466102844,120.0
118.41593269171456,14.344106518228644,62.03653593134077,6.952720754793051,69.73957907232733,68.77605573756983,120.0
69.91237882686349,19.114319637919785,93.93255842652286,6.558005389308297,80.02991078116904,499.1344881020343,120.0
39.039542819257164,20.375118216315464,43.76319010509205,6.831335672888477,178.81092254042892,24.59449511601103,120.0
103.80273304175532,33.60175011892568,153.94040287315244,6.479137352703992,99.32476281263428,220.57179968453826,120.0
67.76533991890116,26.148704295744114,118.1150102165289,6.8672092781333305,108.85078187017258,226.04676119519206,120.0
42.12367263515775,28.973012523684996,5.348088523495774,6.264753312445982,191.2996249554197,150.31596429083777,120.0
62.943837446154916,16.008187017104728,77.6439786418163,6.688163454107461,177.34527662899785,285.6757828534727,120.0
20.521619291888335,32.16528689808395,21.464407403258257,5.442617764741352,33.8933417776879,74.98851207577233,120.0
94.77842454901993,32.80661237814456,65.22848731762174,6.018550993622198,94.64300598362101,391.9561902936168,120.0
146.29572851407426,13.009930197132244,251.51713323611858,6.02609217624676,194.2592454857091,166.22385912381915,120.0
9.305733304288047,20.768099656504912,168.9981839232678,6.23792697675516,74.47325964572053,295.67129489932086,120.0
26.76112199655411,27.974593438093063,41.47051485437817,5.851440721654177,74.31462170324001,357.8196180334797,120.0
24.894111997620136,28.866330721229094,27.569982412941016,6.126519461923842,39.00604635783087,444.5210588450806,120.0
73.01527471856133,20.92903161707667,21.36823536137001,5.439910156321315,22.864622823825044,417.8937182261001,120.0
50.22697851275591,23.167003221678083,60.83101901800528,6.88409033347643,148.06095815119636,304.1545140517798,120.0
30.274252312609008,21.415713633729144,9.705503118955553,6.442240536762024,154.0060937403033,194.19659019194347,120.0
34.165389432173846,25.66250828167672,63.75183196700749,5.306354674556788,193.80259270059997,251.60233503748196,120.0
28.016203629421,32.18307118877148,0.10676236635178173,5.915619062617329,154.6836421810726,384.3673966894013,120.0
66.74380668462759,20.373747057152773,31.307183036011107,6.735620999293517,48.67049880671974,438.7727712797365,120.0
49.61897639339099,31.004922986610485,19.87017198452017,6.119884637529947,8.02331565770309,51.890964088335934,120.0
32.850830473144775,20.309967565918676,283.8426027166881,6.012140977903332,197.08747687393205,192.42813124652673,120.0
28.442224017442687,19.914236725018696,103.93371963482235,6.447785126094346,68.09013910872115,388.0582992067503,120.0
105.02394245014901,29.91156771005928,34.419983791852445,6.740518274624751,62.39430848648415,215.8258812969805,120.0
93.14792760437605,30.5316182680457,7.795363664027526,5.494553280072588,181.1910419498765,166.11388203314192,120.0
67.29257819999276,30.108459620575925,58.186069047695725,6.885089936852515,117.01997970899723,205.6613484116348,120.0
86.51500835432718,17.105215550691153,19.207703367053195,5.939794702874837,42.974234769826914,301.4223733931754,120.0
12.883646821450387,22.204294131567696,61.503752079476676,6.487450422225141,177.8192485432479,499.90257206690075,120.0
17.02681643800953,29.93793155201993,144.32066447577586,6.4752059015159436,198.67217101094866,246.49621455226588,120.0
15.314894204989866,25.249251043383367,76.52581146902945,6.131053717232158,17.335712230166145,104.24723747713027,120.0
43.12176192368693,18.557842922815215,80.36352191478423,5.7834381777085,172.45032566049744,81.42328763954737,120.0
88.47314291062027,27.74990763475265,62.30168482740606,6.300019416335416,78.1031395368788,21.174873738207147,120.0
30.63105615814374,20.711156446051177,209.67530220418212,7.637731216352637,104.81448930134087,279.4086174591607,120.0
96.86244803030382,35.76714909035327,214.94539883266873,5.546827478675459,182.96319515299615,272.2860457444171,120.0
26.712114562561982,34.26904877450955,57.51383533958411,7.6846191133734125,194.67583915502345,102.61696339015458,120.0
38.67059943692699,28.624584558133403,29.194945456122667,6.318195180246427,52.432782081759875,347.6647032262835,120.0
30.344121057142925,33.16604022861864,49.23373022482819,6.524759991962047,42.57015419198276,370.5535208148404,120.0
