soil_moisture_percent,evapotranspiration_mm_per_day,rainfall_forecast_mm,temperature_c,crop_stage,irrigation_hours_needed
39.9361831247927,11.649924432971154,1.6327047871035325,19.302903906309655,vegetative,100.0
76.84031072484659,16.50271767139073,4.314225103584315,22.20616419667706,maturity,100.0
70.70674478426966,12.396278934564746,3.699160283580267,27.663920638224937,seedling,100.0
78.95526869310805,9.53622409961378,3.2804519520172946,24.762925303331386,vegetative,100.0
61.534032478725244,1.9391738328345445,1.8881241295431208,38.59248601917574,flowering,100.0
42.693374330362815,1.8813459436065392,0.7413387614017706,25.82116082379018,flowering,84.58535211628113
36.85164000074074,8.263558234210098,6.781278037796908,31.889787320798753,vegetative,100.0
59.79907062046886,5.653984215030778,10.595353274939967,28.602061529517936,flowering,100.0
78.84899494971822,3.987508773223471,14.425510167533249,30.55295083080887,flowering,87.48437739614734
57.602904806230924,3.3691530691264697,0.3020365085454465,18.78088985249473,maturity,62.280320148115614
72.89689645939029,0.60084170311232,6.733613001587595,26.60951247520354,maturity,37.69063129843
39.74620586286612,7.79600985335211,6.482331529272189,24.475488591762037,maturity,100.0
44.41722694845534,5.4783598613365605,14.697668492587677,19.270199924615873,seedling,78.16764894301592
74.3765143753612,2.7145239521456475,1.4578788452817768,32.40013974497974,maturity,80.88493021770108
65.41200211746913,14.542375755523326,6.77744940916779,8.876788745102452,maturity,100.0
78.88461922207435,2.012108436844685,0.2808748401998245,35.77563375390439,maturity,76.70828943224663
66.48585258393452,1.8347186301501512,4.9881238334059415,7.249957962869118,vegetative,34.373413124406916
46.91094243309391,4.307022123940867,2.1604405609304136,23.7701867144215,flowering,100.0
51.86408118934178,6.857231242879522,7.324728043477964,32.52929492597401,vegetative,100.0
74.0309295477882,12.15016067984265,9.949989461286723,15.492945022751579,maturity,100.0
53.098804165882875,6.105170035662327,2.269242482573321,28.389917414730746,seedling,100.0
35.32384244986671,8.844013291487839,3.7283755808517363,27.524978646627062,vegetative,100.0
46.137188766196964,9.583704530240487,0.6244389244030006,27.613055698054346,maturity,100.0
50.97895933094707,10.19367489302177,2.6970426299326897,22.210386916479003,seedling,100.0
25.803190013067773,6.1146418689152435,2.2376924988337947,21.277606692125318,seedling,100.0
64.6257604551734,6.108930302385831,1.011336545541404,12.43899774683484,seedling,72.54278533786487
26.56123600129838,3.161891662271543,11.24420868871345,24.168133610503222,flowering,96.70851745319956
44.29506280212834,4.711999315543804,0.8013592687943856,32.340086616657054,seedling,100.0
68.27734649242427,3.636153111339607,5.0494280842308505,21.351191937508965,maturity,66.81238394295394
48.05422169679781,6.878835571735024,11.042862568086004,21.750205365012086,vegetative,100.0
70.52093118311048,11.359226765608925,12.150307406106231,37.71729252674712,vegetative,100.0
40.5128793233669,3.637801811390146,7.880975634633126,23.692008330168903,maturity,72.50200349718737
77.45817763990613,8.404291345961129,0.9687802135804958,27.817278105889883,flowering,100.0
32.56810590831413,1.7613234855097555,8.503146683228609,29.2857499867316,flowering,90.76720043265247
22.29584869935808,8.857971992587126,1.6187215935011865,23.686787321534254,seedling,100.0
72.34559257942512,2.4247198614443444,12.78081216215938,30.45004985296675,maturity,60.9192821108526
65.13216295702449,17.133751944397183,6.173649652463849,32.91520850935768,seedling,100.0
33.919030224042366,7.943446354851041,7.691812478294201,32.22857113628481,seedling,100.0
79.08449642820044,9.113882148172134,0.4443334132187958,33.12305217907253,maturity,100.0
50.13680775611167,10.859629400740502,4.370529693252697,8.338269914483732,flowering,100.0
77.0639264086498,3.7797606760177223,8.605818967754415,15.624632538265079,flowering,61.63175659745769
50.301726283219956,4.9379251850287,9.8876876641343,20.8841752206587,vegetative,86.95663352894319
48.31247520627746,3.409482027403972,0.1452479389444193,18.632361758380345,maturity,66.76290627760582
46.9483122286679,3.3906226189747004,13.997475987603444,19.2391838737689,seedling,67.92016496494405
40.092516567977015,0.9821563751823777,0.2215295173978128,32.116509400457254,maturity,71.34385463973219
52.0220898305931,6.005110084213342,4.766312714296267,25.85531370215951,seedling,100.0
47.15327971691407,5.3467066670210475,5.910853168543894,23.905184571761115,vegetative,100.0
22.204812597413248,0.7893906094851126,0.567777185606559,23.195500172952286,vegetative,71.21414684329838
