date,temperature_c,rainfall_mm,humidity_percent,solar_radiation
2023-01-01,27.090004249870848,27.94635349040602,73.54513629784678,5.319497382640921
2023-01-02,25.55797479072839,68.4685912595795,100.0,7.486796078316114
2023-01-03,19.881883780446934,47.84580066107404,80.46213927015256,6.332703442428407
2023-01-04,16.98022454715284,13.520966886489745,73.30054302155376,4.463470236667499
2023-01-05,16.18565441664085,8.251304811832316,58.23156920479217,8.394580336165586
2023-01-06,34.99824561122885,77.46635661049216,100.0,16.73629626018269
2023-01-07,12.879237256354797,17.804392234571235,66.53046890776825,9.528777230271615
2023-01-08,34.7419878852096,105.88295278141261,100.0,30.623635193012014
2023-01-09,18.05247176598281,55.15691142494374,85.89656239691986,12.806304682236547
2023-01-10,19.518350417124754,48.51056356889406,90.66709915502504,5.563576281502711
2023-01-11,23.787556359920163,58.036692799888215,94.45704561611285,14.835333266053512
2023-01-12,19.37076360346791,65.35887081427917,94.8969440100622,1.6022675325517641
2023-01-13,32.4558380396766,81.84203791389996,95.16167703401611,9.129435482664473
2023-01-14,39.5067516158622,89.00883200164485,100.0,10.567939760195419
2023-01-15,19.7405427395749,19.875861953199596,64.79504834906918,9.208002077518291
2023-01-16,21.542097286682985,104.32313388149035,100.0,4.206019948945174
2023-01-17,23.69343354172881,25.323211937292957,78.96819647789671,9.009742124760775
2023-01-18,29.328454107941102,52.40605347387891,84.56390910522596,3.0140893120260506
2023-01-19,23.77212576835315,14.449686008506347,65.53237318279169,25.777860583186587
2023-01-20,36.098059288420764,82.97208175222677,100.0,9.066398136918535
2023-01-21,34.17299133249542,71.36819141068699,93.30415269341165,12.056588752707544
2023-01-22,15.5163011712392,46.3381311097736,78.96671087645714,2.18570471184298
2023-01-23,29.16774532459863,23.554178027108584,70.65336091097936,5.187131125004198
2023-01-24,37.16271389847602,96.58354114457067,100.0,13.016764608512563
2023-01-25,21.041752433864932,25.934796838337572,74.68917726560856,17.012484644946625
2023-01-26,22.645881025651548,42.311658064025785,79.28751864069204,3.778836757750281
2023-01-27,20.77570401717636,60.18283340797401,87.55505965101794,12.01777191998252
2023-01-28,20.943395075811953,47.112123834261894,80.58654605702944,6.281228677082984
2023-01-29,11.652387584711615,29.943626302760507,74.44070568217019,1.4674748962071185
2023-01-30,14.373480388279594,44.73053717466718,82.78267421493284,5.041253481018691
